COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Other investment, Debt instruments","Liabilities - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Total financial assets/liabilities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Debt securities","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Total financial assets/liabilities"
France,2017,1,US dollar,139720000000,185197000000,162415000000,6531570806,48837230316,45139723001,42305765990,-19731112903,11730228823,24513009405,15427842618,4781896502,60567565619
France,2017,2,US dollar,-40765277664,-29489709673,-35286696440,21712414562,33277512274,26258262621,11565097712,-444709715.3,34104991962,7711057059,41124241615,7266347344,67382504236
France,2017,3,US dollar,46829376938,55392501936,45138176782,3176256661,-33637123024,-121102053.1,-36813379685,16950881068,6190652382,-5677818663,-27325368589,11272944945,-27446470642
France,2017,4,US dollar,-89255962660,-90916429733,-52779140369,17101762977,-3724659707,-9867316456,-20826304946,8199314114,-43267394399,17187005703,-37124737650,25386202079,-46992054106
France,2018,1,US dollar,157698000000,107379000000,145509000000,3624338321,57676701029,11565554293,54052239786,42510778093,5008679450,15941802993,51119826186,58452581086,62685380479
France,2018,2,US dollar,105116000000,126001000000,99914340266,7090321526,7036942752,-1306111860,-53378773.33,4597366002,-11254580740,20278453010,-2911526128,24875819013,-4217637988
France,2018,3,US dollar,9912689004,41985978595,25778619854,-35011825489,4605090092,-6233501117,39616915581,15081902633,9352984494,163387666.2,20191575702,15245290299,13958074586
France,2018,4,US dollar,-90203889474,-55586446326,-98271735448,5615863641,-33358579301,-24776641138,-38974442943,227597652.5,4454248140,41109455024,-4127690024,41337052676,-28904331161
France,2019,1,US dollar,267645000000,281949000000,276108000000,-24641924069,33860980754,-453854262.9,58502791246,15499304800,30352469234,19944827749,64667304251,35444132549,64213449989
France,2019,2,US dollar,126788000000,165670000000,121183000000,7951076460,67972275890,20845196850,60021087060,3801027620,-3898789520,18009877010,43228289520,21810904630,64073486370
France,2019,3,US dollar,101426000000,45073364526,137976000000,-759567870,65315386806,-37181130782,66074954676,10770274321,-68888502592,3888907435,33608126190,14659181756,-3573004592
France,2019,4,US dollar,-339446000000,-275281000000,-292050000000,6112776449,-17607639221,14404670129,-23720304959,1114081019,-31465398863,11655725311,-63477708214,12769806330,-49073038084
France,2020,1,US dollar,457010000000,366076000000,461589000000,-31929863033,38927569875,-43830882532,70857322642,29679773124,6834843821,-11669460702,89593296228,18010422689,45762413696
France,2020,2,US dollar,-310475000000,-202233000000,-229771000000,-6751440814,117397000000,29066727081,124148000000,-10609580073,-63316262720,2209654566,25013637739,-8399925506,54080474961
France,2020,3,US dollar,9213236506,46019776778,-8380153917,24388618449,28890210084,23658867558,4501591635,2608424017,30039482992,9214522308,35270825518,11822946325,58929693076
France,2020,4,US dollar,-61182927063,-40295990741,22223936918,23269273840,9696833014,42319742981,-13572440826,-12310950703,-4186477151,19614113664,-36809387118,7303282251,5510355863
France,2021,1,US dollar,132328000000,204611000000,79835251479,7197880161,48894041713,60021773353,41696161552,-3066337190,130257000000,39884673157,119130000000,36818335967,179151000000
France,2021,2,US dollar,-14581553360,-11255713798,-15749896042,16918841647,33543216080,51763887389,16624374433,13008891036,29207843549,15445179151,10987172240,28454070187,62751059629
France,2021,3,US dollar,69448912735,84764334169,130626000000,12163903685,36240862738,7460615611,24076959053,-19919336797,-14514781504,17041300296,14265465624,-2878036501,21726081235
France,2021,4,US dollar,-131503000000,-160635000000,-61284404163,36705004119,14860231572,-57898424395,-21844886900,30179016973,-126651000000,25641392415,-53892768018,55820409388,-111791000000
France,2022,1,US dollar,349488000000,321833000000,356484000000,-38518641438,65185677937,-10696270032,103704000000,7483429476,11127333337,29182750216,87009169137,36666179692,76312899106
France,2022,2,US dollar,-1891674350,-7840525994,18426896944,3021270527,-11901961897,-20215512944,-14923232424,5230211287,38886960540,23388070574,47200618053,28618281861,26985105109
France,2022,3,US dollar,-6732538612,25607008212,-12422973693,3704809462,57151458942,-6067541828,53446649480,1996500794,-64234520541,28292068668,-1015519771,30288569462,-7083061599
France,2022,4,US dollar,-147226000000,-96606795157,-104520000000,12737808882,42832804767,3035328918,30094995886,-24013724654,-69863591054,31432589811,-30066115205,7418865157,-27030786287
France,2023,1,US dollar,323855000000,237242000000,343094000000,-3737065833,119349000000,-4551477503,123086000000,-455061909.8,-57855096907,29805535739,66045782082,29350473829,61494197278
France,2023,2,US dollar,-38304736278,-36488057577,-26018666796,3456991399,88070214465,9037233515,84613223066,6592931351,2442886880,5329410467,81475867831,11922341818,90513101346
France,2023,3,US dollar,65023857912,44326547502,71382297716,-11308113708,56318418252,-4050732578,67626531961,25937379695,-10792411565,-4972204580,49576630422,20965175115,45526006687
France,2023,4,US dollar,-122764000000,-93338522433,-149476000000,-696989388.1,49409806719,13389657467,50106796107,19875969940,-62602827816,-12111144772,-26582678564,7764717658,-13193021097
France,2024,1,US dollar,161073000000,95255034181,191072000000,1070260543,111549000000,47580611079,110478000000,-4930017243,71219937894,18404420498,135188000000,13474403255,182769000000
France,2024,2,US dollar,-70038209687,-54666991223,-97344410511,9231237146,83743100209,34705080196,74511755391,4497556503,-21019570589,738520506,28018449424,5236077010,62723529620
France,2024,3,US dollar,131542000000,66343250656,153884000000,7150228909,48153002411,11005091951,41002773502,4781427267,-10299514831,2771894424,26848395629,7553321691,37853487580
France,2024,4,US dollar,-199826000000,-131524000000,-175220000000,10965820016,14490673766,39373791339,3524853750,-14676316064,15231106681,30137713190,-9651904078,15461503940,29721780448
France,2025,1,US dollar,236755000000,263311000000,243328000000,-4142436175,42043348881,10826697452,46185785056,-20353122032,108416000000,22167042679,139632000000,1813920647,150459000000
Iceland,1999,1,US dollar,77790695.21,248766097.3,95476829.98,848934.4693,169348277.7,42729701.62,168499343.3,-3905098.559,-86662060.41,15563798.6,39956515.69,11658700.05,82686217.31
Iceland,1999,2,US dollar,153045988.1,5058586.936,159569259.7,14999456.17,316751625.9,188876515.4,301752169.7,-81439181.09,-98567854.82,85806111.37,29307255.68,4366930.277,218183771.1
Iceland,1999,3,US dollar,-49810188.45,10011138.64,43467982.09,4309972.494,465708895,69696074.2,461398922.5,6587711.123,-426223545.7,3546179.9,-30210724.92,10133891.02,39485349.28
Iceland,1999,4,US dollar,-89470744.31,176944560.8,-123167155.4,21561234.46,63957547.83,82516408.32,42396313.36,136433459,33389191.45,-38276776.99,14830330.96,98156682.03,97346739.28
Iceland,2000,1,US dollar,4683851.472,310054484.7,4642644.568,-10947300.95,40094318.03,230360331.5,51041618.97,-20260061.35,155034110.2,18474428.83,-35231903.3,-1785632.526,195128428.2
Iceland,2000,2,US dollar,27365327.25,58639986.97,-2425111.325,-9700445.302,628262857,186309508.9,637963302.3,124144496.7,-440151079.6,-32560101.24,1802268.526,91584395.46,188111777.4
Iceland,2000,3,US dollar,-91630651.6,41950631.65,-38883809.84,-1845079.787,281162732.7,144352559.8,283007812.5,54616855.05,-137770113,-3129155.585,-959940.1596,51487699.47,143392619.7
Iceland,2000,4,US dollar,130880756.7,-78477283.3,128275701.7,4779810.823,240037215.1,72185610.17,235257404.2,60893161.73,-198565669.1,172375562.1,-30714064.2,233268723.8,41471545.98
Iceland,2001,1,US dollar,88027173.87,38862504.78,93613804.11,5830537.179,117632829.8,55622395.52,111802292.6,8722576.537,-65099922.09,4715534.053,-3089487.828,13438110.59,52532907.69
Iceland,2001,2,US dollar,154414874,-5990535.96,224740745.7,10360103.37,59472430.11,7621572.642,49112326.74,129647279.9,-55626405.34,-21545793.2,-3775547.874,108101486.7,3846024.768
Iceland,2001,3,US dollar,-65505343.2,21848514.29,-52048507.59,10090114.23,9919265.686,6130447.891,-170848.5478,-211048.2061,-4170714.549,41958393.35,-381896.7539,41747345.15,5748551.137
Iceland,2001,4,US dollar,39074828.2,-158532705.5,211208322.7,69683761.77,478585517.9,-22372104.86,408901756.2,30484856.2,-486163782.1,138317638.1,14793840.67,168802494.3,-7578264.189
Iceland,2002,1,US dollar,-13856744.8,35472873.3,-29857400.43,-15872807.74,-18203573.18,63589575.48,-2330765.448,10916243.24,77761022.78,3668251.106,-4032125.881,14584494.35,59557449.6
Iceland,2002,2,US dollar,295053879.3,129536637.9,306357758.6,10818965.52,369967672.4,765086.2069,359148706.9,34870689.66,-359202586.2,9396551.724,10000000,44267241.38,10765086.21
Iceland,2002,3,US dollar,38438982.99,-117944365.1,21760098.77,18820170.53,282730815.2,101577993,263910644.7,70974960.45,-147841351.9,-3020949.882,33311470.35,67954010.57,134889463.3
Iceland,2002,4,US dollar,59347065.68,247846871.4,58087835.21,40715118.54,-168142246.4,98371550.72,-208857364.9,133548387.1,286509910.6,81861640.11,19996113.49,215410027.2,118367664.2
Iceland,2003,1,US dollar,89318283.27,-28480326.51,114405969,-43645175.69,272801479.5,91588546.65,316446655.2,-31350041.45,-173228748.2,57623876.03,7984184.682,26273834.58,99572731.33
Iceland,2003,2,US dollar,518050699.3,195303373,556948018.6,-24597031.14,963234200.3,63655027.78,987831231.4,119543981.5,-880659409.3,-70068733.77,18919763.2,49475247.71,82574790.98
Iceland,2003,3,US dollar,198889390.3,-484608684.9,158173977.9,5754783.712,1089851864,144326926.6,1084097081,54511648.8,-921362468.5,28900955.73,24162469.36,83412604.53,168489396
Iceland,2003,4,US dollar,1346168199,280994269,1285739038,16540050.65,1269238971,227815540.5,1252698920,-94762095.16,-1030347861,318899107,11075569.77,224137011.9,238891110.2
Iceland,2004,1,US dollar,252442700.6,-496602708.3,390506722.8,-6818508.063,1835154792,570888559.3,1841973300,195224651.9,-1254763386,118426719,9502847.026,313651370.9,580391406.3
Iceland,2004,2,US dollar,708664226.9,705905764,763243366.9,-13476669.72,995105215,36148215.92,1008581885,206678865.5,-939963403.5,63526989.94,18993595.61,270205855.4,55141811.53
Iceland,2004,3,US dollar,497075397,77022307.08,508028687.2,49680994.74,2095012341,376407581.6,2045331346,1191435757,-1706631584,121953150.5,11973175.62,1313388907,388380757.2
Iceland,2004,4,US dollar,1721062106,379627962.8,1821977198,271542154.2,3457230723,626372637.3,3185688569,233003300.3,-2808250825,451410141,22607260.73,684413441.3,648979898
Iceland,2005,1,US dollar,714685807.2,-128710725.9,755947995.7,-34257854.82,3468039003,433976164.7,3502296858,356928494,-2960980498,162562296.9,73082340.2,519490790.9,507058504.9
Iceland,2005,2,US dollar,4457827127,1230845642,4482088621,-4852298.731,5386301227,463854795.1,5391153526,1768467859,-4610635532,231022467.2,311810900.8,1999490327,775665695.9
Iceland,2005,3,US dollar,866907605.3,600282841,909239472,53991200.5,2984679447,1242426147,2930688246,1286675047,-1509773727,30641106.22,232479572.6,1317316153,1474905720
Iceland,2005,4,US dollar,4363948292,1761634216,4693041813,67826364.51,5012735397,1115544207,4944909033,563772741.8,-3097127354,2669454197,800063836.6,3233226939,1915608043
Iceland,2006,1,US dollar,3606163351,5371443641,3616244726,44213381.56,2874728752,1275602773,2830515371,-266726943.9,-1290852923,452245328.5,308273056.1,185518384.6,1583875829
Iceland,2006,2,US dollar,615816603.4,-690179055.9,838157894.7,79693434.62,3520374390,-515097666.8,3440680955,-187574606.6,-3675773196,378608247.4,359698860.6,191033640.8,-155398806.3
Iceland,2006,3,US dollar,1829552593,348000279.2,1644559224,217365812.8,3071836393,102142807.3,2854470580,1254191387,-2391945278,606226006.8,577748307.4,1860417394,679891114.7
Iceland,2006,4,US dollar,4962292587,1981421636,5206318383,823491051.4,4853257010,194029418.2,4029765959,874009129.8,-3950322440,2439475400,708905151.8,3313484530,902934570
Iceland,2007,1,US dollar,1926854207,5307005871,2171668297,-172632093.9,979755381.6,1845748532,1152387476,1393825832,3224911937,978654598.8,2358918787,2372480431,4204667319
Iceland,2007,2,US dollar,2381294625,6656477050,2623193409,9289917.615,1293354257,1560408003,1284064339,1005884661,2008552373,3138140447,1741498627,4144025108,3301906630
Iceland,2007,3,US dollar,4948194107,8745812652,3720551273,410476291.1,-1836767346,858353574.8,-2247243637,-856056605.8,5142438483,927563628.7,2447317563,71507022.92,3305671137
Iceland,2007,4,US dollar,8751530987,10845823467,8590773251,-35910835.31,-19286355.84,162603086.5,16624479.46,1800800196,-1597289132,1827810892,-1779178574,3628611088,-1616575488
Iceland,2008,1,US dollar,-896583076,-267231624.5,-908812847.4,-193482396.5,287481161.2,-2564086473,480963557.8,-2354490426,-4113042619,1000751081,-1261474985,-1353739345,-3825561458
Iceland,2008,2,US dollar,3870517649,2341731628,3932569852,-322742401.7,2708605588,-379999124.1,3031347990,-930244372.4,-2576210914,1156065516,512393798.7,225821143.9,132394674.6
Iceland,2008,3,US dollar,-450674573.2,3552767939,-556540772.9,-1460241971,-2259652963,875488518.3,-799410992.2,242106101,925371114.7,-1076081506,-2209770367,-833975404.9,-1334281848
Iceland,2008,4,US dollar,-1131473794,-18881062.7,221824365.9,-12726639.71,-253327619.9,-315787782.2,-240600980.2,-1940250141,-321548515,122951873.4,-259088352.7,-1817298267,-574876134.9
Iceland,2009,1,US dollar,-159049998.6,-73123988.53,289387013.4,-43448510.83,-18875102.92,-146222424.1,24573407.91,91445444.48,-867956616.8,-147789670.9,-740609295.6,-56344226.46,-886831719.7
Iceland,2009,2,US dollar,27784399.59,160550525.2,-144745974.8,1619966.415,-208793915.2,21541602.19,-210421783.9,-1201485628,266030094.5,652403938,35694577.06,-549081689.8,57236179.25
Iceland,2009,3,US dollar,317125195.3,-242479107.5,951676291,-41497305.66,197871877.9,-50043661.51,239369183.6,829360529.5,-327760660.4,92158203.98,-79845120.91,921518733.5,-129888782.4
Iceland,2009,4,US dollar,63532969.79,-265280132.4,-9715481.38,6536015.643,383693095.6,-111595222.7,377165129.3,2489231898,-388941226.4,-533184330.3,106347092,1956047568,-5248130.787
Iceland,2010,1,US dollar,208783028.1,351546029.5,-956747951.3,15620599.33,-168084566.8,-82025834.61,-183705166.1,32530468.05,109650789.8,103542483,23592057.66,136072951,-58433776.94
Iceland,2010,2,US dollar,-31437340.59,-140456935.6,748032930.7,-7505451.18,-117271702.5,-14637574.22,-109766251.3,-441686079.8,315213394.2,-34602852.12,212579266,-476288932,197941691.7
Iceland,2010,3,US dollar,341632113.1,-892343346.3,-458222703.4,-842321.1459,225291717.2,-291076164.7,226134038.3,-262679100.3,-9774261.218,-8773483.619,506593620.7,-271452584,215517456
Iceland,2010,4,US dollar,-190884031.3,9754294.05,-1745842087,10442832.45,-609232903.3,-653881970.6,-619675735.8,-2076817201,40994517.26,196816054.4,85643584.5,-1880001146,-568238386.1
Iceland,2011,1,US dollar,159062421.6,-144705488.7,-21079213.77,-714403.7334,372944570.6,-43716344.12,373667581.6,-357735517.7,-211781974.2,351839535,204878940.5,-5895982.619,161162596.4
Iceland,2011,2,US dollar,63337828.8,-95676822.57,-1042967586,-7129994.834,639676158.1,9731479.435,646806153,-106126557,276764676.6,235456254.5,906709355.3,129329697.4,916440834.7
Iceland,2011,3,US dollar,-258768890,-130007692.5,-1256285133,12819854.36,154807748.4,-48881645.88,141987894,-132820962.4,526730680.3,260958912.4,730420074.6,128137950.1,681538428.7
Iceland,2011,4,US dollar,240033897.7,-106921955.6,-1851214063,-1873741.351,-193410804.1,-5494047.039,-191537062.7,-486223163,-633799370.9,258703483.5,-821716128,-227519679.5,-827210175
Iceland,2012,1,US dollar,170350538.8,40112263.58,1364299177,4452453.221,289955969.9,-29993782.35,285503516.6,-2231362202,-756820604.5,409368514.9,-436870852.3,-1821993687,-466864634.7
Iceland,2012,2,US dollar,-399371477.6,-176162755.6,-2190131344,605775.8209,593046661.4,-11777226.02,592448752.8,-226450016,-518638509.3,237377582.4,86185378.16,10927566.43,74408152.13
Iceland,2012,3,US dollar,336259836.8,11214353.79,2941820199,-19834524.22,133726492.9,57974712.23,153552884.9,-36408021.7,27958628.23,130685036.6,103710408.9,94277014.86,161685121.1
Iceland,2012,4,US dollar,-95741634.7,-124312330.9,-192731002.2,-715260.822,80156896.12,-142392535,80872156.95,-1734873071,750340391.7,246733194.2,972889822.8,-1488139877,830497287.8
